,id,sighting_date,species,number,latitude,longitude,comments,image_url,sighting_date_datetime,year,month,month_name,week_num
137000,1506983077,2017-10-02,Monarch PEAK Migration,100,35.339,-82.812,100 on pounding Mill Overlook on Asters and Golden Rod 3pm.,,2017-10-02,2017,10,October,40
137008,1506983099,2017-10-02,Monarch PEAK Migration,10,33.858,-98.56,Not as many in the area next to Lake Wichita tonight. Wind was gusty but around 10 mph at 8:17pm. SE.  temp. 78 deg.,https://journeynorth.org/jnorth/images/userfiles2017/10/1506983099.jpg,2017-10-02,2017,10,October,40
137012,1506983108,2017-10-01,Monarch PEAK Migration,95,35.341,-82.814,"On Saturday, August 30, we drove between the Mills Gap Overlook and the Caney Fork Overlook on the Blue Ridge Parkway and didn&rsquo;t see but two monarchs in five hours.  On Sunday the following day we counted 95 in the two hours between 1:00 pm and 3:00 pm at the Cherry Cove View, milepost 415.7. Most didn&rsquo;t stop to feed. Plenty more came over afterwards in that location until it got colder at about 6:00 pm. I drove up and down on the parkway, but didn&rsquo;t see any monarchs at any other places and times. The weather was mostly clear to partly cloudy.  A light breeze drifted from the north. The temperature midday was about 70 degrees F. Cherry Gap is where the National Park Service placed a monarch migration informational plaque.  A dozen or more monarch watchers gathered there throughout the afternoon, including Jennifer who had lost a newborn son 20 years ago to the day. She had come to release a butterfly helium balloon at sunset in his memory, and she found support and fellowship in the company of other monarch lovers who she had just met.  I gave her a female monarch to release that had eclosed at my home in the morning. (Photo taken at Caney Fork Overlook.)",https://journeynorth.org/jnorth/images/userfiles2017/10/1506983108.jpg,2017-10-01,2017,10,October,39
137035,1506983171,2017-10-02,Monarch PEAK Migration,11,38.059,-92.815,"The leading edge of the Monarch migration arrived in mid-Missouri on October 2.  I believe the numbers will continue to build over the next few days, however.  We had many Monarchs on our community Butterfly Bushes (Buddleia), and we had other Monarchs flying and dashing everywhere.  The Monarchs are funny...They don't like another one near them while they are nectaring.  So I just did my best to get a ""group"" photo.  I had to settle for a pic of three of them.  ",https://journeynorth.org/jnorth/images/userfiles2017/10/1506983171.jpg,2017-10-02,2017,10,October,40
137054,1507039578,2017-09-30,Monarch PEAK Migration,5000,38.933,-74.968,The monarch flew off when the merlin realized he didn&rsquo;t want to eat it!!,https://journeynorth.org/jnorth/images/userfiles2017/10/1507039578.jpg,2017-09-30,2017,9,September,39
137072,1507045256,2017-10-01,Monarch PEAK Migration,150,39.734,-74.121,Butterflies were all over LBI all weekend long.,,2017-10-01,2017,10,October,39
137075,1507045261,2017-10-02,Monarch PEAK Migration,300,38.939,-74.942,"We were pleasantly surprised Monday (Oct. 2) to see an arrival of monarchs in to Cape May.  They were migrating through the dunes, along the sandy beaches and into the goldenrod patches to nectar from about noon til dusk.  In one patch of goldenrod we counted about 300 plus.  No big roosts last night but many smaller ones.  They are still here today, Tuesday, October 3rd in the dune goldenrod fueling up.<iframe width=""400"" height=""235"" src=""https://www.youtube.com/embed/pzqoCoFA4cY?rel=0&amp;amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",https://journeynorth.org/jnorth/images/userfiles2017/10/1507045261.jpg,2017-10-02,2017,10,October,40
137088,1507052503,2017-10-03,Monarch PEAK Migration,152,43.816,-79.025,"152 counted while waking along Lake Ontario shoreline. Over approx 3km stretch in 45 minutes (3.3 per minute). 43 were nectaring mostly on asters since golden rod seems past its prime.  The remainder were flying to the west. Winds were light out of the south at 8 -10 kph gusts up to 15 kph. Temp was 19C and sunny.The numbers are way down from last few weeks when there were days with too many to count (thousands), but still a good number.",,2017-10-03,2017,10,October,40
137121,1507062885,2017-10-02,Monarch PEAK Migration,100,35.358,-82.793,100 PMill Overlook on asters and Golden Rod 2:30 pm50 fliers between 12-3pm from pounding Mill Overlook down to double top mtn overlook,https://journeynorth.org/jnorth/images/userfiles2017/10/1507062885.jpg,2017-10-02,2017,10,October,40
137122,1507062886,2017-10-03,Monarch PEAK Migration,20,35.381,-82.781,20 cradle of forestry Overlook5 at pounding Mill overlook,https://journeynorth.org/jnorth/images/userfiles2017/10/1507062886.jpg,2017-10-03,2017,10,October,40
137132,1507065842,2017-10-03,Monarch PEAK Migration,12,38.06,-92.812,"I saw quite a few Monarchs today while out  walking (about 2 hours).  Yesterday (October 2) the Monarchs were very focused on nectaring on our Butterfly Bush.   Today, it was overcast, rain was coming in, and wind was blowing from the south.  The butterflies were more focused on flying today.   ",https://journeynorth.org/jnorth/images/userfiles2017/10/1507065842.jpg,2017-10-03,2017,10,October,40
137135,1507065849,2017-10-03,Monarch PEAK Migration,16,40.627,-74.096,Between 9:20 and 9:40 while driving in Staten Island NY I saw 14 monarchs flying SW. Then while walking into my workplace I spotted another 2. Also noted several painted ladies and a number of dragonflies...,,2017-10-03,2017,10,October,40
137150,1507065873,2017-10-03,Monarch PEAK Migration,39,40.63,-73.236,"Clear again, wind about 10 from the SE, temps in the mid 60s watching from $pm to about 6PM.",,2017-10-03,2017,10,October,40
137163,1507078334,2017-10-03,Monarch Fall Roost,600,38.803,-94.907,600 individuals. Same fall roosting yard  for approximately 7 years. ,https://journeynorth.org/jnorth/images/userfiles2017/10/1507078334.jpg,2017-10-03,2017,10,October,40
137179,1507078357,2017-10-03,Monarch Fall Roost,12,33.841,-98.556,Tonight at my normal site that I check for Monarchs (Lake Wichita) I went at dark (9:00pm) and found 12 roosting Monarchs.  Still less than is expected at this time of year. Hopefully more to come this week.,,2017-10-03,2017,10,October,40
137193,1507117618,2017-09-29,Monarch PEAK Migration,20,40.653,-73.122,"We represent a grade 3 and 4 class on Fire Island. While we were out at recess, we saw at least 20 monarch butterflies. One of the butterflies flew under one of the student's chin.",,2017-09-29,2017,9,September,39
137194,1507117620,2017-09-29,Monarch PEAK Migration,26,36.25,-81.116,flying south,,2017-09-29,2017,9,September,39
137207,1507128307,2017-09-29,Monarch PEAK Migration,300,39.679,-74.151,"They were coming off the coast and resting/feeding in gardens on beach houses in north beach, lbi. We counted 300 over a two hour period!The wind was blowing from the west (the bay). They kept coming down the coastline on the Oceanside and going to the dune areas then home with flowering plants. The neighbors yard was full of them. They were attracted to the Daisy's.",https://journeynorth.org/jnorth/images/userfiles2017/10/1507128307.jpg,2017-09-29,2017,9,September,39
137226,1507132548,2017-10-03,Monarch Fall Roost,600,38.8,-94.9,A Facebook friend posted:Every year for at least the last 7 years Monarchs have roosted in this same yard every fall. It amazes me more and more every year. This evening I counted about 600. There's no way to get a photo of all of them. The lighting was horrible but I had to get some document shots. Pretty awesome that there is still some beauty left in this world! ,https://journeynorth.org/jnorth/images/userfiles2017/10/1507132548.jpg,2017-10-03,2017,10,October,40
137272,1507144390,2017-10-03,Monarch PEAK Migration,11,41.261,-90.341,"The most I have seen migrating all summer.  All were feeding on clover along a country road except two which were on nearby zinnias in my garden.   The last two months have been very dry, road side plants are in poor condition or have been mowed off by farmers.",,2017-10-03,2017,10,October,40
137291,1507144413,2017-10-04,Monarch PEAK Migration,74,44.644,-83.298,"This is the second best one day count in October since 273 were observed October 9th, 2011, when the wind was South at 10 mph. Today the count began after an all morning rain that ended at 11:30 AM. The weather was partly sunny with the wind NNW at 12 mph turning to the W at 15 mph and then gusting to 25 mph by 4PM. Temperature topped out at 70F. Here is the hour by hour count:12 to 1 PM - 31 to  2 PM - 332 to  3 PM - 273 to  4 PM - 11Total:       74  ",,2017-10-04,2017,10,October,40
137306,1507151669,2017-10-04,Monarch PEAK Migration,25,40.625,-73.245,At on near the Fire Island Lighthouse. Most on the Goldenrod. A few were seen on the drive out and back from the park along the ocean parkway,https://journeynorth.org/jnorth/images/userfiles2017/10/1507151669.jpg,2017-10-04,2017,10,October,40
137307,1507151670,2017-10-04,Monarch Fall Roost,200,36.507,-99.395,They started showing up in small numbers 10/1. Each evening the numbers increased. ,https://journeynorth.org/jnorth/images/userfiles2017/10/1507151670.jpg,2017-10-04,2017,10,October,40
137308,1507151672,2017-10-01,Monarch Fall Roost,15,36.51,-99.396,Started arriving 10/1 in small numbers. Probably only 15 on Oct 1.,https://journeynorth.org/jnorth/images/userfiles2017/10/1507151672.jpg,2017-10-01,2017,10,October,39
137330,1507151713,2017-10-04,Monarch PEAK Migration,10,38.568,-90.426,Counted at least 10 monarchs nectaring in a large garden of tropical milkweed at the Community College around 5:00 pm today.,https://journeynorth.org/jnorth/images/userfiles2017/10/1507151713.jpg,2017-10-04,2017,10,October,40
137378,1507151784,2017-09-29,Monarch PEAK Migration,100,37.777,-76.598,"I observed many dozens of adult monarchs flying and nectaring on goldenrod.  I also observed some mating, as evidenced in the attached photo of a mated pair.  The milkweed in the area is completely senesced, so the female will not have anywhere locally to lay eggs.I didn&rsquo;t observe any Painted Lady butterflies.",https://journeynorth.org/jnorth/images/userfiles2017/10/1507151784.jpg,2017-09-29,2017,9,September,39
137442,1507151858,2017-10-02,Monarch PEAK Migration,10,40.89,-81.598,Flying over our school while we had kids out on the playground. One at a time over the course of 30 minutes. All heading south!,,2017-10-02,2017,10,October,40
137516,1507228741,2017-10-05,Monarch PEAK Migration,12,41.715,-77.191,this week we have been seeing monarchs migrating daily in the same flight pattern and flyway. Oct. 5 8-12 observed in 30 min. and less previously earlier in the week.,,2017-10-05,2017,10,October,40
137518,1507228743,2017-10-05,Monarch PEAK Migration,100,43.399,-97.984,100's arrived on my property about 2 weeks ago feeding on my watermelon rinds and raspberry flowers.  I counted 28 on one yellow doll watermelon rind at the peak.  Now no more than 5 per rind have been counted.  I presume the rain last weekend drove most south.  About 100 remain now.These definitely are not painted lady.  The white peripheral wing dots are more consistent with viceroy vs. monarch but I could not find one with the transverse black line of the viceroy. ,,2017-10-05,2017,10,October,40
137540,1507230756,2017-09-30,Monarch PEAK Migration,50,36.853,-75.978,We saw a continuous amount of monarchs on Virginia Beach right off the water and on the sand. We've never seen so many and it was throughout the entire day. The wind was powerfully strong and it didn't seem to bother them one bit. One even let me catch it and admire it's beauty!!! Wow!,,2017-09-30,2017,9,September,39
